id,loan_status,prob
58824,0,0.0428
58825,0,0.0015
58826,0,0.0975
58827,0,0.0514
58828,0,0.0052
58829,0,0.1448
58830,0,0.0101
58831,0,0.0876
58832,0,0.0253
58833,0,0.0106
58834,0,0.012
58835,1,0.9558
58836,0,0.0636
58837,0,0.1343
58838,0,0.0117
58839,0,0.0017
58840,0,0.0088
58841,1,0.8635
58842,0,0.0034
58843,0,0.0399
58844,0,0.0562
58845,0,0.0456
58846,0,0.0006
58847,1,0.9381
58848,0,0.2132
58849,0,0.3475
58850,0,0.0323
58851,0,0.0543
58852,0,0.2461
58853,0,0.0272
58854,1,0.9908
58855,0,0.3488
58856,0,0.0043
58857,0,0.0728
58858,0,0.2333
58859,0,0.0168
58860,0,0.0057
58861,0,0.055
58862,0,0.1664
58863,0,0.4302
58864,0,0.0179
58865,0,0.332
58866,0,0.0121
58867,0,0.0007
58868,0,0.0214
58869,0,0.0225
58870,0,0.2412
58871,0,0.0068
58872,0,0.0403
58873,0,0.0132
58874,1,0.966
58875,0,0.0144
58876,0,0.0157
58877,0,0.0026
58878,0,0.0286
58879,0,0.0155
58880,0,0.0191
58881,0,0.0209
58882,0,0.0037
58883,0,0.1734
58884,0,0.23
58885,0,0.0589
58886,0,0.0021
58887,1,0.9364
58888,0,0.2051
58889,1,0.9661
58890,0,0.1049
58891,0,0.1928
58892,0,0.0446
58893,0,0.0158
58894,0,0.0562
58895,0,0.0052
58896,0,0.0045
58897,0,0.0376
58898,0,0.1506
58899,1,0.9361
58900,0,0.0158
58901,0,0.1164
58902,0,0.1641
58903,0,0.0041
58904,0,0.0521
58905,0,0.0037
58906,0,0.0948
58907,0,0.0763
58908,0,0.0062
58909,0,0.059
58910,0,0.0036
58911,0,0.0314
58912,0,0.001
58913,0,0.0835
58914,0,0.0179
58915,0,0.021
58916,0,0.0228
58917,0,0.0687
58918,0,0.0148
58919,0,0.0056
58920,0,0.3679
58921,0,0.0108
58922,0,0.0496
58923,0,0.0085
58924,0,0.0379
58925,0,0.0351
58926,0,0.1422
58927,0,0.03
58928,0,0.0957
58929,0,0.0031
58930,0,0.0169
58931,1,0.925
58932,1,0.8118
58933,0,0.1238
58934,0,0.0845
58935,0,0.022
58936,0,0.034
58937,0,0.0134
58938,0,0.0112
58939,0,0.0106
58940,0,0.0127
58941,1,0.96
58942,1,0.876
58943,0,0.0142
58944,0,0.0338
58945,0,0.0424
58946,0,0.0235
58947,0,0.0197
58948,0,0.0272
58949,0,0.0034
58950,0,0.2408
58951,0,0.0434
58952,0,0.01
58953,0,0.0105
58954,1,0.9856
58955,0,0.0189
58956,0,0.0026
58957,1,0.9693
58958,1,0.9948
58959,0,0.0082
58960,0,0.0382
58961,0,0.0067
58962,0,0.1416
58963,0,0.0527
58964,0,0.0415
58965,0,0.0287
58966,0,0.023
58967,0,0.0106
58968,0,0.01
58969,0,0.2787
58970,0,0.006
58971,0,0.0954
58972,0,0.0893
58973,1,0.9565
58974,0,0.0628
58975,0,0.0969
58976,0,0.0478
58977,0,0.0471
58978,0,0.0202
58979,0,0.0393
58980,0,0.0191
58981,0,0.0035
58982,0,0.0078
58983,0,0.0061
58984,0,0.0167
58985,0,0.1123
58986,1,0.9564
58987,0,0.0061
58988,0,0.0509
58989,0,0.0355
58990,0,0.0031
58991,0,0.0207
58992,0,0.0234
58993,0,0.0033
58994,0,0.0194
58995,1,0.9915
58996,0,0.0384
58997,1,0.8113
58998,0,0.0027
58999,0,0.0172
59000,0,0.0779
59001,0,0.0856
59002,0,0.0567
59003,0,0.0581
59004,0,0.0315
59005,0,0.0026
59006,0,0.0238
59007,0,0.0353
59008,1,0.9784
59009,0,0.0218
59010,0,0.0114
59011,0,0.0119
59012,0,0.0148
59013,0,0.0022
59014,0,0.0095
59015,0,0.1167
59016,0,0.0241
59017,0,0.0139
59018,0,0.0514
59019,0,0.0112
59020,0,0.0069
59021,0,0.0326
59022,0,0.0923
59023,1,0.9405
59024,0,0.0227
59025,1,0.9715
59026,0,0.0192
59027,0,0.0124
59028,0,0.0397
59029,0,0.0351
59030,0,0.013
59031,1,0.6219
59032,1,0.7083
59033,0,0.1123
59034,0,0.12
59035,0,0.0178
59036,0,0.0652
59037,0,0.0804
59038,0,0.0139
59039,0,0.0142
59040,0,0.0156
59041,0,0.0231
59042,0,0.0638
59043,1,0.9566
59044,0,0.0095
59045,0,0.0226
59046,0,0.358
59047,0,0.1929
59048,0,0.0129
59049,0,0.0483
59050,0,0.0059
59051,0,0.0247
59052,0,0.0059
59053,0,0.0378
59054,0,0.061
59055,0,0.0693
59056,0,0.0083
59057,1,0.6464
59058,0,0.0058
59059,0,0.1336
59060,0,0.0046
59061,0,0.0073
59062,0,0.0194
59063,0,0.0029
59064,0,0.0195
59065,0,0.0013
59066,0,0.027
59067,0,0.0072
59068,0,0.0366
59069,0,0.0161
59070,0,0.0127
59071,0,0.0705
59072,0,0.0138
59073,1,0.9549
59074,0,0.0298
59075,0,0.2421
59076,0,0.0212
59077,1,0.9797
59078,0,0.1295
59079,0,0.0323
59080,0,0.0084
59081,0,0.0164
59082,0,0.035
59083,0,0.0073
59084,0,0.0027
59085,0,0.0414
59086,0,0.0776
59087,0,0.0315
59088,0,0.0353
59089,0,0.0474
59090,0,0.1185
59091,0,0.0029
59092,0,0.1845
59093,0,0.0257
59094,0,0.0156
59095,0,0.0017
59096,1,0.9568
59097,0,0.1009
59098,0,0.0258
59099,0,0.0104
59100,0,0.0093
59101,0,0.0118
59102,0,0.0263
59103,0,0.0329
59104,0,0.001
59105,0,0.0499
59106,0,0.0013
59107,0,0.079
59108,0,0.0703
59109,0,0.0687
59110,0,0.0142
59111,0,0.019
59112,0,0.0231
59113,1,0.9621
59114,0,0.066
59115,0,0.1347
59116,0,0.0042
59117,0,0.011
59118,0,0.0453
59119,0,0.0251
59120,0,0.0052
59121,0,0.0104
59122,0,0.0758
59123,1,0.9924
59124,1,0.8807
59125,0,0.0555
59126,1,0.9079
59127,0,0.0218
59128,0,0.0327
59129,0,0.0103
59130,0,0.0207
59131,0,0.0499
59132,0,0.2237
59133,1,0.642
59134,0,0.0594
59135,0,0.0005
59136,0,0.0101
59137,0,0.0308
59138,0,0.0143
59139,0,0.0039
59140,0,0.045
59141,1,0.9753
59142,0,0.158
59143,0,0.0161
59144,0,0.015
59145,0,0.041
59146,0,0.0657
59147,0,0.0246
59148,0,0.0279
59149,0,0.0214
59150,0,0.0134
59151,0,0.02
59152,0,0.0402
59153,0,0.0026
59154,0,0.0673
59155,0,0.0515
59156,0,0.1032
59157,0,0.0111
59158,0,0.059
59159,0,0.014
59160,0,0.091
59161,0,0.0161
59162,0,0.0124
59163,0,0.027
59164,0,0.0599
59165,0,0.0865
59166,0,0.0051
59167,0,0.0375
59168,0,0.2232
59169,1,0.9401
59170,0,0.0196
59171,0,0.0102
59172,0,0.1752
59173,0,0.0057
59174,0,0.0177
59175,0,0.0113
59176,0,0.0459
59177,0,0.0085
59178,0,0.0047
59179,0,0.008
59180,0,0.15
59181,0,0.3388
59182,1,0.9443
59183,0,0.0333
59184,0,0.0563
59185,0,0.1396
59186,0,0.0366
59187,0,0.008
59188,0,0.0255
59189,0,0.0191
59190,0,0.0092
59191,0,0.0194
59192,0,0.1656
59193,0,0.0085
59194,0,0.1995
59195,0,0.0278
59196,0,0.0385
59197,0,0.0553
59198,0,0.0441
59199,0,0.0035
59200,1,0.9982
59201,0,0.0094
59202,0,0.0093
59203,0,0.2815
59204,0,0.0448
59205,0,0.0133
59206,0,0.0097
59207,0,0.0247
59208,0,0.0078
59209,0,0.0176
59210,0,0.0338
59211,0,0.129
59212,0,0.0428
59213,0,0.2436
59214,0,0.028
59215,0,0.0091
59216,0,0.0277
59217,0,0.0066
59218,0,0.0025
59219,0,0.0063
59220,0,0.4396
59221,1,0.7767
59222,0,0.0404
59223,0,0.0162
59224,0,0.1495
59225,0,0.0083
59226,0,0.0117
59227,0,0.2823
59228,0,0.1656
59229,0,0.0007
59230,0,0.0059
59231,0,0.0014
59232,0,0.104
59233,0,0.0199
59234,0,0.062
59235,0,0.008
59236,0,0.178
59237,0,0.0389
59238,0,0.0067
59239,0,0.1309
59240,0,0.0096
59241,0,0.0338
59242,0,0.0514
59243,1,0.9649
59244,0,0.0179
59245,1,0.7726
59246,0,0.0151
59247,0,0.0326
59248,0,0.0094
59249,0,0.1111
59250,0,0.2633
59251,0,0.0574
59252,0,0.0114
59253,0,0.0602
59254,0,0.0266
59255,0,0.006
59256,0,0.0015
59257,1,0.9182
59258,0,0.0138
59259,1,0.9958
59260,0,0.0169
59261,0,0.0202
59262,0,0.1193
59263,0,0.0006
59264,0,0.1206
59265,1,0.569
59266,0,0.0934
59267,0,0.2979
59268,0,0.0511
59269,0,0.0053
59270,1,0.984
59271,0,0.0032
59272,1,0.9279
59273,0,0.0399
59274,0,0.1331
59275,0,0.022
59276,0,0.0468
59277,0,0.0104
59278,0,0.0436
59279,0,0.0047
59280,0,0.0087
59281,0,0.0642
59282,0,0.0106
59283,0,0.0214
59284,0,0.0079
59285,0,0.0369
59286,0,0.0805
59287,0,0.0387
59288,1,0.9836
59289,0,0.0118
59290,0,0.0504
59291,0,0.0512
59292,0,0.0008
59293,0,0.0205
59294,1,0.9532
59295,0,0.1931
59296,0,0.0033
59297,0,0.0207
59298,0,0.0329
59299,0,0.0174
59300,0,0.0602
59301,0,0.0291
59302,0,0.0282
59303,0,0.0415
59304,0,0.0227
59305,0,0.1025
59306,0,0.0126
59307,0,0.0146
59308,0,0.0071
59309,0,0.0133
59310,0,0.0072
59311,0,0.0862
59312,0,0.0629
59313,1,0.9306
59314,0,0.3606
59315,0,0.0084
59316,1,0.5357
59317,0,0.0708
59318,0,0.0357
59319,0,0.1291
59320,0,0.0293
59321,0,0.0617
59322,0,0.1285
59323,0,0.0405
59324,1,0.7089
59325,0,0.0515
59326,0,0.0289
59327,0,0.051
59328,0,0.0133
59329,0,0.0296
59330,0,0.2513
59331,0,0.0191
59332,0,0.0165
59333,0,0.0066
59334,0,0.0378
59335,0,0.0215
59336,0,0.0566
59337,0,0.0183
59338,0,0.0474
59339,0,0.2348
59340,0,0.4026
59341,0,0.0433
59342,0,0.0908
59343,0,0.0083
59344,0,0.0941
59345,0,0.0189
59346,0,0.021
59347,0,0.1089
59348,0,0.0127
59349,0,0.0399
59350,0,0.0187
59351,0,0.0419
59352,0,0.0992
59353,1,0.8814
59354,1,0.8735
59355,0,0.0017
59356,0,0.0071
59357,0,0.0137
59358,0,0.0287
59359,0,0.0396
59360,1,0.9158
59361,0,0.0118
59362,1,0.5621
59363,0,0.0036
59364,0,0.0055
59365,0,0.0088
59366,0,0.008
59367,0,0.0871
59368,1,0.8443
59369,0,0.0423
59370,0,0.008
59371,0,0.0169
59372,0,0.3731
59373,0,0.0387
59374,0,0.0066
59375,1,0.9864
59376,1,0.8885
59377,0,0.1491
59378,0,0.1378
59379,0,0.0439
59380,0,0.0501
59381,0,0.021
59382,0,0.0796
59383,1,0.8796
59384,0,0.0409
59385,0,0.0194
59386,0,0.0833
59387,1,0.9854
59388,0,0.2854
59389,0,0.0459
59390,0,0.0729
59391,0,0.0488
59392,0,0.1981
59393,1,0.9461
59394,1,0.9547
59395,0,0.0671
59396,0,0.0213
59397,0,0.0177
59398,0,0.0099
59399,0,0.0122
59400,0,0.0395
59401,0,0.0346
59402,0,0.0666
59403,0,0.0221
59404,0,0.0485
59405,0,0.0014
59406,0,0.0174
59407,0,0.0384
59408,0,0.0671
59409,0,0.034
59410,0,0.005
59411,0,0.0134
59412,0,0.0174
59413,0,0.0015
59414,0,0.0564
59415,0,0.041
59416,0,0.0087
59417,0,0.0096
59418,0,0.008
59419,0,0.0028
59420,0,0.1375
59421,0,0.1346
59422,0,0.0513
59423,0,0.0734
59424,1,0.9358
59425,0,0.1735
59426,0,0.007
59427,0,0.009
59428,0,0.1042
59429,0,0.0074
59430,0,0.0035
59431,0,0.0405
59432,0,0.0083
59433,0,0.0418
59434,0,0.004
59435,0,0.0015
59436,0,0.0065
59437,0,0.0193
59438,1,0.6718
59439,0,0.0543
59440,0,0.0038
59441,0,0.0255
59442,0,0.0073
59443,0,0.0033
59444,0,0.0506
59445,0,0.0417
59446,0,0.044
59447,0,0.0175
59448,0,0.0094
59449,0,0.0213
59450,0,0.0463
59451,1,0.9299
59452,0,0.0382
59453,0,0.0296
59454,0,0.0941
59455,0,0.0359
59456,0,0.0409
59457,1,0.9641
59458,0,0.0832
59459,0,0.1761
59460,0,0.0604
59461,0,0.0061
59462,1,0.8348
59463,0,0.0114
59464,0,0.2652
59465,0,0.0729
59466,0,0.0566
59467,0,0.028
59468,0,0.0025
59469,0,0.1181
59470,0,0.0009
59471,0,0.0092
59472,0,0.1338
59473,0,0.0113
59474,0,0.0199
59475,0,0.0545
59476,0,0.0314
59477,0,0.0143
59478,0,0.0133
59479,0,0.0271
59480,0,0.0127
59481,0,0.0928
59482,1,0.9682
59483,0,0.011
59484,0,0.0072
59485,0,0.0267
59486,0,0.1071
59487,0,0.0331
59488,0,0.0422
59489,0,0.0233
59490,0,0.015
59491,1,0.9705
59492,0,0.012
59493,0,0.0208
59494,0,0.005
59495,1,0.6542
59496,0,0.0272
59497,1,0.9715
59498,0,0.0397
59499,0,0.0386
59500,1,0.9685
59501,0,0.031
59502,1,0.8504
59503,0,0.1576
59504,0,0.0067
59505,0,0.0337
59506,0,0.0015
59507,0,0.0069
59508,0,0.0381
59509,0,0.0257
59510,0,0.0934
59511,0,0.0047
59512,0,0.0076
59513,0,0.0859
59514,0,0.0173
59515,0,0.044
59516,0,0.0281
59517,1,0.833
59518,0,0.0061
59519,0,0.0036
59520,0,0.0183
59521,0,0.0348
59522,0,0.1212
59523,0,0.006
59524,0,0.0108
59525,1,0.6231
59526,0,0.1996
59527,0,0.015
59528,0,0.0336
59529,0,0.0386
59530,1,0.9209
59531,0,0.0122
59532,0,0.0006
59533,0,0.0531
59534,0,0.0312
59535,0,0.0387
59536,0,0.0395
59537,0,0.0273
59538,0,0.1128
59539,0,0.0327
59540,1,0.5266
59541,0,0.0183
59542,0,0.0512
59543,0,0.0187
59544,0,0.0394
59545,0,0.0364
59546,0,0.0289
59547,0,0.0383
59548,0,0.008
59549,0,0.0314
59550,0,0.0128
59551,0,0.022
59552,0,0.0097
59553,0,0.0201
59554,1,0.961
59555,0,0.0137
59556,0,0.0081
59557,0,0.0026
59558,0,0.0399
59559,0,0.0152
59560,0,0.0028
59561,0,0.0098
59562,0,0.1151
59563,0,0.035
59564,0,0.1167
59565,0,0.0197
59566,0,0.0288
59567,0,0.0144
59568,0,0.0063
59569,0,0.0042
59570,0,0.0561
59571,0,0.1177
59572,0,0.0156
59573,0,0.0421
59574,1,0.8684
59575,0,0.0542
59576,0,0.0175
59577,0,0.0384
59578,0,0.4615
59579,0,0.0098
59580,0,0.0143
59581,0,0.0147
59582,0,0.0072
59583,0,0.0191
59584,0,0.0027
59585,0,0.0181
59586,0,0.0142
59587,0,0.0031
59588,0,0.3387
59589,0,0.1906
59590,0,0.0036
59591,0,0.105
59592,0,0.0512
59593,0,0.0111
59594,0,0.0859
59595,0,0.0106
59596,0,0.2278
59597,1,0.9666
59598,0,0.0424
59599,0,0.0722
59600,1,0.8371
59601,0,0.0013
59602,0,0.1355
59603,0,0.0247
59604,0,0.0315
59605,0,0.0043
59606,0,0.0284
59607,0,0.0671
59608,0,0.0282
59609,0,0.0061
59610,1,0.9256
59611,0,0.0084
59612,1,0.9475
59613,0,0.0381
59614,0,0.1492
59615,0,0.0286
59616,0,0.0561
59617,0,0.0587
59618,0,0.0979
59619,0,0.0104
59620,0,0.0076
59621,0,0.0447
59622,0,0.0142
59623,0,0.086
59624,0,0.0632
59625,0,0.0428
59626,0,0.0494
59627,0,0.0561
59628,0,0.0139
59629,0,0.0055
59630,0,0.0854
59631,0,0.0031
59632,0,0.0178
59633,0,0.0228
59634,0,0.0196
59635,0,0.0101
59636,0,0.116
59637,0,0.0709
59638,1,0.9951
59639,0,0.0118
59640,0,0.0174
59641,0,0.0163
59642,0,0.0117
59643,0,0.0759
59644,0,0.0494
59645,0,0.2911
59646,0,0.0161
59647,1,0.9538
59648,0,0.0126
59649,0,0.0187
59650,0,0.0026
59651,0,0.0018
59652,0,0.0126
59653,0,0.0074
59654,0,0.1658
59655,0,0.0246
59656,0,0.15
59657,1,0.8938
59658,0,0.0024
59659,0,0.0605
59660,0,0.1073
59661,0,0.0342
59662,1,0.7801
59663,0,0.058
59664,0,0.0851
59665,0,0.0325
59666,0,0.0349
59667,0,0.0113
59668,0,0.0188
59669,0,0.0145
59670,0,0.0861
59671,0,0.0094
59672,0,0.0104
59673,0,0.0159
59674,1,0.6937
59675,0,0.0014
59676,0,0.1382
59677,1,0.9165
59678,0,0.0106
59679,0,0.0346
59680,0,0.0056
59681,0,0.019
59682,0,0.0385
59683,0,0.0078
59684,0,0.0426
59685,0,0.0209
59686,0,0.4085
59687,0,0.0271
59688,0,0.0252
59689,0,0.125
59690,0,0.0009
59691,0,0.0074
59692,0,0.1515
59693,0,0.0168
59694,0,0.0785
59695,0,0.0134
59696,1,0.773
59697,0,0.0141
59698,0,0.0344
59699,0,0.0362
59700,0,0.0394
59701,0,0.0083
59702,0,0.0113
59703,0,0.0407
59704,0,0.0054
59705,0,0.1476
59706,0,0.0295
59707,0,0.026
59708,0,0.0349
59709,0,0.0526
59710,0,0.0291
59711,0,0.0739
59712,0,0.0142
59713,0,0.0599
59714,1,0.749
59715,1,0.8385
59716,0,0.0345
59717,0,0.0078
59718,0,0.0517
59719,1,0.849
59720,0,0.0245
59721,1,0.8583
59722,0,0.0192
59723,0,0.0226
59724,0,0.0986
59725,0,0.0309
59726,0,0.0169
59727,0,0.0843
59728,0,0.0062
59729,0,0.0032
59730,0,0.0923
59731,0,0.0331
59732,0,0.0162
59733,0,0.031
59734,0,0.0252
59735,0,0.0057
59736,0,0.206
59737,0,0.0072
59738,0,0.265
59739,0,0.0197
59740,0,0.0195
59741,0,0.0082
59742,0,0.1606
59743,0,0.0153
59744,0,0.1427
59745,0,0.0163
59746,0,0.0293
59747,1,0.9958
59748,0,0.0227
59749,0,0.0308
59750,0,0.0497
59751,0,0.008
59752,0,0.0326
59753,0,0.0022
59754,0,0.0079
59755,0,0.0375
59756,0,0.0081
59757,0,0.0075
59758,0,0.0635
59759,0,0.0169
59760,0,0.0774
59761,0,0.0189
59762,0,0.4026
59763,0,0.0017
59764,0,0.0545
59765,0,0.007
59766,0,0.1525
59767,0,0.0432
59768,0,0.0017
59769,0,0.0327
59770,0,0.0901
59771,0,0.0108
59772,0,0.023
59773,0,0.0115
59774,0,0.0572
59775,0,0.2087
59776,0,0.1387
59777,0,0.1967
59778,0,0.0043
59779,0,0.0513
59780,0,0.0034
59781,0,0.0375
59782,0,0.0343
59783,0,0.0406
59784,0,0.0243
59785,0,0.0076
59786,0,0.1132
59787,0,0.3599
59788,0,0.0256
59789,0,0.0486
59790,0,0.0223
59791,0,0.0022
59792,0,0.021
59793,0,0.0289
59794,1,0.9603
59795,1,0.9423
59796,0,0.0104
59797,0,0.0197
59798,0,0.0097
59799,0,0.0096
59800,0,0.0913
59801,0,0.0136
59802,0,0.1225
59803,0,0.0956
59804,0,0.0605
59805,0,0.0029
59806,0,0.0196
59807,0,0.0104
59808,0,0.0038
59809,0,0.0139
59810,0,0.0127
59811,0,0.0221
59812,0,0.0146
59813,0,0.0129
59814,0,0.0054
59815,0,0.3658
59816,0,0.3941
59817,0,0.0043
59818,0,0.4619
59819,0,0.1533
59820,0,0.0309
59821,0,0.061
59822,0,0.022
59823,0,0.0365
59824,0,0.0296
59825,0,0.0108
59826,0,0.0564
59827,0,0.1771
59828,0,0.1054
59829,0,0.0716
59830,0,0.0306
59831,0,0.0169
59832,0,0.0455
59833,0,0.0863
59834,0,0.0127
59835,0,0.0138
59836,0,0.0378
59837,0,0.0854
59838,0,0.0599
59839,0,0.0705
59840,0,0.0779
59841,1,0.9947
59842,0,0.0192
59843,0,0.0349
59844,0,0.1235
59845,0,0.0538
59846,0,0.0063
59847,0,0.011
59848,0,0.022
59849,0,0.0012
59850,1,0.9788
59851,0,0.0018
59852,0,0.0201
59853,0,0.0234
59854,0,0.0043
59855,0,0.0167
59856,0,0.0092
59857,0,0.1114
59858,1,0.9718
59859,0,0.0609
59860,1,0.9243
59861,0,0.0108
59862,0,0.0132
59863,0,0.0029
59864,0,0.0152
59865,0,0.038
59866,0,0.0566
59867,0,0.0969
59868,0,0.0183
59869,0,0.0232
59870,0,0.0034
59871,0,0.015
59872,0,0.0245
59873,0,0.0068
59874,0,0.0249
59875,0,0.0465
59876,0,0.0066
59877,0,0.0582
59878,1,0.9678
59879,0,0.0176
59880,1,0.973
59881,0,0.0032
59882,0,0.0394
59883,0,0.0602
59884,0,0.0345
59885,0,0.0512
59886,0,0.0412
59887,1,0.764
59888,0,0.0201
59889,0,0.0097
59890,0,0.0066
59891,1,0.7208
59892,0,0.0142
59893,0,0.012
59894,0,0.0441
59895,0,0.14
59896,0,0.0055
59897,0,0.017
59898,0,0.0274
59899,0,0.0181
59900,0,0.0207
59901,1,0.682
59902,0,0.035
59903,0,0.0239
59904,0,0.0848
59905,0,0.0645
59906,0,0.1131
59907,0,0.0218
59908,0,0.0106
59909,0,0.0165
59910,0,0.0959
59911,0,0.0322
59912,0,0.0281
59913,0,0.0021
59914,0,0.088
59915,0,0.0247
59916,0,0.0048
59917,0,0.0079
59918,0,0.0078
59919,0,0.0381
59920,0,0.0875
59921,0,0.1225
59922,0,0.0278
59923,0,0.0944
59924,0,0.0032
59925,1,0.8508
59926,0,0.0111
59927,0,0.0299
59928,0,0.007
59929,0,0.0054
59930,0,0.0125
59931,0,0.0158
59932,0,0.0366
59933,0,0.0309
59934,0,0.0114
59935,0,0.0055
59936,0,0.0426
59937,0,0.1443
59938,0,0.0713
59939,0,0.4256
59940,1,0.56
59941,0,0.0022
59942,0,0.0108
59943,0,0.0478
59944,0,0.0189
59945,0,0.027
59946,0,0.0394
59947,0,0.0114
59948,0,0.028
59949,1,0.9808
59950,0,0.0177
59951,0,0.0734
59952,0,0.0093
59953,0,0.2844
59954,0,0.047
59955,0,0.0018
59956,0,0.0081
59957,0,0.0989
59958,0,0.0279
59959,0,0.0244
59960,0,0.0028
59961,0,0.0464
59962,0,0.114
59963,0,0.0119
59964,0,0.0023
59965,0,0.0146
59966,1,0.9078
59967,0,0.0263
59968,0,0.0054
59969,0,0.0043
59970,0,0.1111
59971,1,0.9734
59972,1,0.7379
59973,0,0.0864
59974,0,0.0119
59975,0,0.0424
59976,0,0.0086
59977,0,0.073
59978,0,0.1102
59979,0,0.0212
59980,1,0.9644
59981,0,0.0304
59982,1,0.9479
59983,0,0.0845
59984,0,0.0136
59985,0,0.0473
59986,0,0.0312
59987,0,0.0273
59988,0,0.0946
59989,0,0.0161
59990,0,0.0514
59991,0,0.1421
59992,0,0.0084
59993,0,0.0126
59994,0,0.0624
59995,1,0.9556
59996,0,0.0226
59997,0,0.0822
59998,0,0.0579
59999,0,0.0138
60000,0,0.0014
60001,0,0.0096
60002,0,0.078
60003,0,0.024
60004,0,0.0142
60005,0,0.0265
60006,0,0.0629
60007,0,0.0329
60008,0,0.0181
60009,0,0.02
60010,0,0.0385
60011,0,0.0179
60012,0,0.2042
60013,0,0.0069
60014,0,0.0354
60015,0,0.0365
60016,0,0.2976
60017,0,0.0563
60018,0,0.044
60019,1,0.9362
60020,0,0.0452
60021,0,0.0099
60022,0,0.1528
60023,0,0.0509
60024,1,0.9742
60025,0,0.0417
60026,0,0.2208
60027,1,0.8952
60028,0,0.0109
60029,1,0.9725
60030,1,0.5589
60031,0,0.0992
60032,0,0.2454
60033,0,0.0049
60034,0,0.0031
60035,0,0.0846
60036,0,0.007
60037,0,0.0057
60038,0,0.0197
60039,0,0.0115
60040,0,0.0334
60041,0,0.0485
60042,0,0.0193
60043,0,0.0166
60044,0,0.0633
60045,0,0.0089
60046,0,0.1034
60047,0,0.0233
60048,0,0.0014
60049,0,0.0635
60050,0,0.0514
60051,1,0.9802
60052,0,0.0311
60053,0,0.0301
60054,0,0.0028
60055,0,0.0257
60056,0,0.1813
